adm_location,indicator,value,survey_name,ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank,indicator_name
east,Children with hemoglobin lower than 8.0 g/dl,1.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Malaria prevalence according to RDT,2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Malaria prevalence according to RDT,3.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Malaria prevalence according to RDT,3.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Malaria prevalence according to RDT,2.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Malaria prevalence according to RDT,2.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Malaria prevalence according to microscopy,0.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Malaria prevalence according to microscopy,1.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Malaria prevalence according to microscopy,1.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Malaria prevalence according to microscopy,0.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Malaria prevalence according to microscopy,0.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Comprehensive correct knowledge about AIDS [Women],61.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Comprehensive correct knowledge about AIDS [Women],67.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Comprehensive correct knowledge about AIDS [Women],62,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Comprehensive correct knowledge about AIDS [Women],61.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Comprehensive correct knowledge about AIDS [Women],65.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Comprehensive correct knowledge about AIDS [Men],73.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Comprehensive correct knowledge about AIDS [Men],67.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Comprehensive correct knowledge about AIDS [Men],62.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Comprehensive correct knowledge about AIDS [Men],52,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Comprehensive correct knowledge about AIDS [Men],61.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Knowledge of prevention of mother to child transmission of HIV [Women],88.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Knowledge of prevention of mother to child transmission of HIV [Women],87.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Knowledge of prevention of mother to child transmission of HIV [Women],87,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Knowledge of prevention of mother to child transmission of HIV [Women],87.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Knowledge of prevention of mother to child transmission of HIV [Women],89.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Knowledge of prevention of mother to child transmission of HIV [Men],89.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Knowledge of prevention of mother to child transmission of HIV [Men],84,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Knowledge of prevention of mother to child transmission of HIV [Men],82.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Knowledge of prevention of mother to child transmission of HIV [Men],78,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Knowledge of prevention of mother to child transmission of HIV [Men],83.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Condom use during higher-risk sex (with multiple partners) [Women],50.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Condom use during higher-risk sex (with multiple partners) [Women],38.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Condom use during higher-risk sex (with multiple partners) [Women],54.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Condom use during higher-risk sex (with multiple partners) [Women],38.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Condom use during higher-risk sex (with multiple partners) [Men],43.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Condom use during higher-risk sex (with multiple partners) [Men],20.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Condom use during higher-risk sex (with multiple partners) [Men],22.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Condom use during higher-risk sex (with multiple partners) [Men],21.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Condom use during higher-risk sex (with multiple partners) [Men],30.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women receiving an HIV test and receiving test results in the last 12 months,38.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women receiving an HIV test and receiving test results in the last 12 months,35.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women receiving an HIV test and receiving test results in the last 12 months,39.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women receiving an HIV test and receiving test results in the last 12 months,36,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women receiving an HIV test and receiving test results in the last 12 months,30.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men receiving an HIV test and receiving test results in the last 12 months,32.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men receiving an HIV test and receiving test results in the last 12 months,27.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men receiving an HIV test and receiving test results in the last 12 months,36.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men receiving an HIV test and receiving test results in the last 12 months,34.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men receiving an HIV test and receiving test results in the last 12 months,24.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men circumcised,72.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men circumcised,41.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men circumcised,62.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men circumcised,49.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men circumcised,56.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,"Women reporting an STI, genital dicharge, or a sore or ulcer",18.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,"Women reporting an STI, genital dicharge, or a sore or ulcer",10.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,"Women reporting an STI, genital dicharge, or a sore or ulcer",14.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,"Women reporting an STI, genital dicharge, or a sore or ulcer",11.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,"Women reporting an STI, genital dicharge, or a sore or ulcer",12.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,"Men reporting an STI, genital dicharge, or a sore or ulcer",6.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,"Men reporting an STI, genital dicharge, or a sore or ulcer",4.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,"Men reporting an STI, genital dicharge, or a sore or ulcer",6.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,"Men reporting an STI, genital dicharge, or a sore or ulcer",7.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,"Men reporting an STI, genital dicharge, or a sore or ulcer",7.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women who smoke cigarettes,0.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women who smoke cigarettes,0.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women who smoke cigarettes,0.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women who smoke cigarettes,0.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women who smoke cigarettes,0.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men who smoke cigarettes,7.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men who smoke cigarettes,9.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men who smoke cigarettes,4.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men who smoke cigarettes,4.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men who smoke cigarettes,8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Wife beating justified for at least one specific reason [Women],27.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Wife beating justified for at least one specific reason [Women],59,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Wife beating justified for at least one specific reason [Women],58.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Wife beating justified for at least one specific reason [Women],57.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Wife beating justified for at least one specific reason [Women],42.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Wife beating justified for at least one specific reason [Men],11,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Wife beating justified for at least one specific reason [Men],18.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Wife beating justified for at least one specific reason [Men],26.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Wife beating justified for at least one specific reason [Men],18,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Wife beating justified for at least one specific reason [Men],14.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Ever experienced physical violence since age 15,34.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Ever experienced physical violence since age 15,38.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Ever experienced physical violence since age 15,39,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Ever experienced physical violence since age 15,37.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Ever experienced physical violence since age 15,34.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women who ever experienced sexual violence,27.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women who ever experienced sexual violence,24.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women who ever experienced sexual violence,23.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women who ever experienced sexual violence,20.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women who ever experienced sexual violence,19.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Physical or sexual violence committed by husband/partner,37.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Physical or sexual violence committed by husband/partner,41.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Physical or sexual violence committed by husband/partner,42.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Physical or sexual violence committed by husband/partner,43.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Physical or sexual violence committed by husband/partner,37.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Physical or sexual violence committed by husband/partner in last 12 months,21.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Physical or sexual violence committed by husband/partner in last 12 months,24.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Physical or sexual violence committed by husband/partner in last 12 months,27.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Physical or sexual violence committed by husband/partner in last 12 months,25.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Physical or sexual violence committed by husband/partner in last 12 months,19.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Children registered,79.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Children registered,84.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Children registered,87.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Children registered,90.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Children registered,84.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Gender parity index for net primary school attendance,1.01,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Gender parity index for net primary school attendance,1.01,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Gender parity index for net primary school attendance,1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Gender parity index for net primary school attendance,1.01,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Gender parity index for net primary school attendance,1.02,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Gender parity index for net secondary school attendance,0.94,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Gender parity index for net secondary school attendance,1.35,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Gender parity index for net secondary school attendance,1.08,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Gender parity index for net secondary school attendance,1.07,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Gender parity index for net secondary school attendance,1.22,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women with no education,3.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women with no education,9.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women with no education,12.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women with no education,9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women with no education,10,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women with secondary or higher education,54.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women with secondary or higher education,27.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women with secondary or higher education,27.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women with secondary or higher education,26.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women with secondary or higher education,30.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men with no education,2.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men with no education,9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men with no education,7.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men with no education,6.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men with no education,8.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men with secondary or higher education,53.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men with secondary or higher education,25.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men with secondary or higher education,30.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men with secondary or higher education,26.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men with secondary or higher education,28.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women who are literate,93.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women who are literate,84.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women who are literate,81.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women who are literate,84.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women who are literate,83.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Men who are literate,95.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Men who are literate,82.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Men who are literate,85.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Men who are literate,84.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Men who are literate,84.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Women who decide themselves how their earnings are used,34.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Women who decide themselves how their earnings are used,21,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Women who decide themselves how their earnings are used,26,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Women who decide themselves how their earnings are used,21.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Women who decide themselves how their earnings are used,18,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Population using an improved water source,97.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Population using an improved water source,79.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Population using an improved water source,75.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Population using an improved water source,83,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Population using an improved water source,72.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Population with an improved sanitation facility,92.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Population with an improved sanitation facility,64.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Population with an improved sanitation facility,74.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Population with an improved sanitation facility,60.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Population with an improved sanitation facility,75.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Households with electricity,88.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Households with electricity,36.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Households with electricity,41.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Households with electricity,32.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Households with electricity,42.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",5.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",7.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",7.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",6.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#loc+name,#indicator+name,#indicator+value+num,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care provider: Doctor,1.5,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care provider: Doctor,1.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care provider: Doctor,1.5,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care provider: Doctor,2.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care provider: Doctor,3.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care provider: Doctor,2.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care provider: Doctor,0.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care provider: Doctor,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care provider: Doctor,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care provider: Doctor,1.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care provider: Doctor,1.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care provider: Doctor,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Antenatal care provider: Doctor,0.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
